watch_id,user_id,show_id,watch_date,watch_duration,rating_given
6930,138,51,2024-05-17,112,1
6931,138,5,2024-05-17,162,3
6932,138,107,2024-05-17,48,3
6933,138,262,2024-05-17,108,5
6934,138,8,2024-05-17,138,5
6935,138,270,2024-05-18,45,5
6936,306,124,2024-04-19,134,4
6937,440,180,2025-12-02,106,3
6938,74,60,2025-05-19,147,5
6939,243,1,2025-04-27,110,5
6940,198,64,2025-11-06,139,2
6941,356,193,2025-10-02,125,5
6942,485,138,2025-09-29,165,5
6943,485,283,2025-09-29,17,2
6944,485,257,2025-09-29,110,3
6945,485,326,2025-09-29,17,2
6946,485,195,2025-09-29,41,4
6947,485,220,2025-09-29,117,4
6948,402,264,2025-05-12,65,4
6949,131,93,2024-01-30,164,5
6950,447,157,2025-01-28,91,4
6951,61,186,2024-09-28,70,5
6952,413,294,2025-06-23,30,4
6953,73,180,2025-11-18,131,4
6954,216,217,2025-12-08,109,4
6955,265,330,2025-12-02,162,5
6956,265,256,2025-12-02,68,2
6957,265,18,2025-12-02,145,1
6958,452,17,2024-05-08,58,4
6959,384,199,2025-05-27,70,4
6960,100,183,2025-05-29,45,2
6961,100,241,2025-05-29,129,3
6962,100,269,2025-05-29,40,5
6963,100,287,2025-05-29,48,5
6964,447,155,2024-04-01,35,5
6965,70,349,2025-12-07,25,4
6966,147,277,2025-09-09,130,2
6967,441,13,2025-12-16,139,3
6968,323,193,2025-04-18,159,4
6969,418,11,2025-07-21,100,5
6970,148,234,2025-10-19,56,5
6971,246,186,2024-03-23,124,4
6972,246,22,2024-03-24,157,5
6973,246,278,2024-03-24,69,2
6974,246,297,2024-03-24,89,4
6975,442,92,2025-03-14,140,2
6976,492,332,2024-02-28,79,3
6977,68,297,2025-11-07,86,3
6978,336,272,2024-06-12,100,5
6979,218,29,2024-07-30,90,5
6980,518,275,2025-09-08,164,5
6981,304,146,2024-01-23,36,4
6982,280,225,2024-07-16,100,5
6983,525,37,2024-11-23,107,5
6984,262,197,2024-06-22,63,2
6985,208,133,2024-11-18,153,3
6986,357,145,2025-10-05,96,5
6987,431,86,2025-12-05,117,5
6988,181,59,2024-06-04,143,4
6989,51,29,2025-08-21,78,3
6990,85,56,2025-09-13,67,5
6991,157,161,2025-02-20,56,5
6992,532,221,2025-07-09,116,5
6993,538,257,2025-04-07,128,2
6994,507,180,2024-07-01,56,4
6995,543,7,2025-10-10,144,3
6996,484,179,2025-08-13,65,5
6997,484,299,2025-08-13,144,4
6998,93,348,2025-01-31,149,4
6999,522,165,2025-11-24,102,5
7000,284,336,2025-03-07,92,5
7001,195,43,2024-12-18,37,5
7002,387,135,2024-03-29,104,5
7003,61,320,2025-09-13,82,3
7004,15,336,2024-06-19,71,4
7005,360,278,2024-12-26,38,1
7006,309,325,2025-03-21,49,5
7007,405,245,2024-03-08,121,4
7008,134,6,2024-08-06,134,4
7009,488,294,2024-08-27,17,3
7010,282,24,2024-09-13,128,2
7011,347,144,2024-04-22,29,4
7012,347,220,2024-04-22,157,3
7013,347,196,2024-04-22,134,5
7014,365,299,2024-09-20,18,1
7015,534,62,2024-06-04,126,3
7016,533,194,2025-10-04,88,5
7017,381,61,2024-05-17,135,3
7018,169,70,2024-02-17,161,4
7019,263,166,2025-05-30,21,4
7020,263,206,2025-05-30,138,4
7021,144,288,2024-10-03,163,2
7022,542,213,2025-07-04,33,1
7023,114,275,2025-12-09,22,4
7024,27,325,2024-05-11,162,2
7025,364,344,2024-08-12,159,5
7026,364,66,2024-08-13,36,5
7027,364,318,2024-08-13,120,3
7028,364,232,2024-08-13,17,3
7029,131,202,2025-04-13,33,1
7030,16,175,2024-03-10,136,4
7031,471,293,2024-01-05,39,5
7032,210,169,2025-08-02,74,4
7033,506,333,2025-09-03,138,5
7034,188,55,2025-05-26,94,4
7035,134,309,2025-06-03,160,4
7036,405,62,2024-09-15,92,3
7037,337,327,2025-10-26,134,5
7038,337,336,2025-10-26,38,3
7039,337,215,2025-10-27,86,4
7040,153,144,2024-08-14,160,2
7041,516,307,2024-03-02,57,2
7042,161,311,2024-10-30,123,3
7043,229,66,2024-08-27,15,2
7044,88,56,2024-11-21,104,4
7045,37,25,2024-08-30,109,1
7046,37,122,2024-08-30,99,4
7047,37,230,2024-08-30,150,3
7048,180,297,2024-01-08,108,3
7049,125,290,2025-10-05,132,2
7050,125,256,2025-02-21,38,4
7051,127,108,2024-10-21,117,2
7052,27,309,2024-07-18,143,3
7053,27,328,2024-07-18,68,4
7054,124,37,2025-05-21,149,2
7055,124,58,2025-05-21,53,4
7056,124,134,2025-05-21,81,1
7057,124,325,2025-05-21,154,5
7058,91,222,2024-09-09,149,5
7059,480,25,2025-07-04,153,5
7060,106,274,2024-08-02,107,2
7061,106,222,2024-08-02,67,3
7062,106,26,2024-08-02,114,4
7063,106,26,2024-08-02,140,3
7064,106,349,2024-08-02,117,3
7065,210,96,2024-05-13,55,3
7066,360,124,2025-04-20,24,1
7067,319,260,2025-12-23,111,5
7068,255,130,2025-10-07,124,5
7069,522,129,2025-07-18,18,4
7070,140,25,2024-05-24,81,4
7071,400,83,2025-06-16,62,5
7072,170,35,2025-07-07,112,5
7073,191,36,2025-07-16,125,2
7074,473,265,2025-05-10,110,5
7075,229,102,2024-08-18,87,4
7076,229,270,2024-08-18,85,2
7077,229,46,2024-08-18,89,1
7078,229,122,2024-08-18,71,5
7079,229,17,2024-08-18,115,4
7080,374,166,2024-09-20,107,5
7081,374,295,2024-09-20,160,5
7082,374,343,2024-09-20,157,1
7083,381,297,2025-01-09,82,5
7084,292,76,2025-08-20,30,1
7085,344,287,2025-04-15,62,3
7086,285,189,2024-11-24,156,4
7087,292,57,2024-07-20,36,5
7088,292,53,2024-07-20,83,2
7089,292,214,2024-07-20,83,5
7090,445,166,2025-01-20,150,2
7091,228,283,2025-11-26,114,4
7092,228,125,2025-11-26,38,5
7093,228,265,2025-11-26,81,3
7094,228,341,2025-11-26,96,4
7095,228,37,2025-11-27,162,3
7096,393,195,2025-01-12,85,5
7097,434,95,2025-01-07,109,1
7098,218,209,2025-01-01,124,4
7099,419,129,2025-02-03,56,2
7100,159,40,2024-10-17,20,3
7101,191,254,2024-07-30,78,3
7102,221,280,2025-02-28,124,4
7103,221,12,2025-02-28,165,5
7104,221,207,2025-02-28,158,5
7105,221,238,2025-02-28,162,5
7106,57,236,2025-02-06,133,2
7107,536,196,2025-01-14,28,4
7108,208,107,2024-10-16,82,5
7109,146,212,2025-02-23,147,1
7110,146,251,2025-02-24,132,5
7111,510,308,2025-11-13,103,4
7112,443,172,2025-12-10,25,3
7113,131,300,2024-09-18,103,3
7114,90,324,2024-10-04,73,4
7115,349,327,2025-05-04,46,5
7116,227,280,2024-04-28,101,3
7117,42,271,2024-12-02,120,4
7118,188,65,2025-09-24,94,1
7119,452,306,2025-06-24,103,2
7120,304,66,2024-04-10,40,3
7121,291,322,2024-07-17,15,2
7122,528,320,2025-06-11,157,3
7123,497,58,2025-12-26,145,3
7124,471,137,2025-07-05,103,5
7125,471,9,2025-07-05,43,5
7126,208,141,2024-05-07,156,4
7127,531,114,2024-10-29,76,4
7128,142,307,2025-03-24,95,5
7129,142,216,2025-03-24,101,4
7130,342,38,2025-10-09,104,3
7131,439,116,2024-06-30,31,4
7132,246,35,2025-04-02,46,2
7133,132,54,2025-07-01,87,5
7134,524,199,2024-05-25,22,4
7135,52,322,2025-10-16,75,4
7136,447,162,2024-09-27,153,5
7137,73,263,2025-11-20,72,4
7138,84,56,2025-11-19,94,1
7139,84,319,2025-11-19,106,2
7140,84,33,2025-11-19,146,5
7141,84,10,2025-11-19,104,5
7142,45,8,2025-06-03,140,3
7143,103,226,2025-11-06,79,5
7144,320,270,2025-10-10,165,5
7145,271,227,2025-05-09,76,5
7146,500,124,2024-01-15,125,5
7147,276,108,2025-11-10,73,3
7148,346,272,2024-09-16,131,5
7149,177,216,2024-09-29,128,5
7150,177,197,2024-09-29,135,3
7151,177,298,2024-09-29,138,1
7152,177,268,2024-09-30,98,5
7153,235,263,2025-08-27,73,5
7154,259,304,2024-02-10,137,4
7155,308,8,2025-11-29,97,5
7156,421,176,2025-03-30,102,4
7157,455,222,2025-07-21,86,4
7158,380,163,2024-09-25,143,3
7159,519,264,2024-04-10,40,5
7160,264,203,2024-03-08,103,2
7161,511,233,2024-11-15,41,5
7162,284,289,2024-02-02,113,5
7163,344,128,2025-01-27,16,2
7164,149,212,2024-04-23,105,4
7165,520,303,2024-11-01,146,4
7166,526,28,2024-06-11,68,4
7167,60,164,2024-08-12,91,3
7168,522,324,2025-12-26,94,3
7169,522,228,2025-12-26,60,2
7170,522,171,2025-12-26,165,4
7171,457,315,2025-05-30,43,4
7172,123,227,2024-04-29,121,1
7173,476,339,2025-02-07,141,3
7174,288,288,2025-12-30,75,3
7175,231,133,2025-07-22,77,5
7176,522,190,2025-07-15,55,2
7177,184,139,2025-02-01,136,4
7178,530,74,2025-10-22,81,5
7179,530,128,2025-10-22,46,1
7180,530,249,2025-10-22,76,3
7181,307,209,2024-05-29,144,2
7182,307,70,2024-05-29,155,3
7183,307,167,2024-05-29,137,4
7184,168,279,2025-03-19,135,4
7185,37,171,2025-01-20,19,4
7186,37,81,2025-01-20,102,2
7187,37,76,2025-01-20,89,5
7188,39,281,2024-12-24,94,2
7189,50,347,2025-08-02,29,4
7190,50,103,2025-08-02,43,3
7191,211,266,2024-04-15,141,2
7192,414,234,2025-04-28,63,2
7193,123,275,2025-03-15,134,5
7194,70,123,2025-05-03,76,4
7195,265,215,2025-12-24,112,5
7196,529,318,2025-08-28,49,5
7197,65,22,2024-11-05,128,5
7198,178,109,2025-04-01,32,1
7199,178,76,2025-04-01,165,2
7200,178,126,2025-04-02,119,4
7201,178,191,2025-04-02,82,5
7202,238,146,2024-04-14,88,5
7203,513,67,2024-05-14,158,4
7204,338,227,2025-08-27,101,4
7205,289,86,2025-06-19,138,2
7206,222,76,2024-05-03,152,5
7207,188,148,2025-04-13,76,4
7208,327,194,2024-10-15,115,1
7209,303,320,2024-07-25,25,4
7210,307,335,2024-10-11,140,4
7211,431,2,2024-12-30,110,5
7212,312,312,2024-05-23,91,5
7213,312,260,2024-05-24,102,2
7214,312,320,2024-05-24,25,4
7215,312,230,2024-05-24,153,5
7216,312,136,2024-05-24,75,1
7217,99,46,2024-12-20,72,3
7218,364,60,2024-01-23,46,3
7219,364,282,2024-01-23,86,4
7220,364,302,2024-01-24,103,4
7221,364,339,2024-01-24,101,2
7222,364,214,2024-01-24,132,3
7223,364,151,2024-01-24,59,2
7224,106,79,2025-09-11,151,4
7225,106,24,2025-09-11,72,5
7226,106,83,2025-09-11,54,5
7227,106,105,2025-09-11,44,4
7228,106,10,2025-09-11,137,3
7229,453,72,2024-08-05,107,3
7230,66,297,2024-08-07,100,4
7231,473,346,2024-02-11,123,3
7232,141,47,2025-12-04,139,4
7233,192,152,2025-12-03,68,4
7234,417,153,2024-04-06,27,3
7235,38,6,2025-09-26,92,1
7236,439,164,2025-09-22,80,3
7237,30,204,2025-05-30,70,3
7238,320,42,2025-11-01,83,3
7239,166,45,2025-03-17,44,1
7240,189,196,2025-06-27,98,1
7241,226,43,2024-12-01,151,2
7242,190,140,2024-09-07,50,5
7243,79,67,2024-06-19,58,5
7244,426,274,2024-05-10,112,3
7245,49,75,2025-12-21,162,4
7246,330,22,2025-01-15,35,1
7247,311,40,2024-12-17,112,2
7248,311,135,2024-12-17,27,3
7249,497,188,2024-01-09,46,5
7250,111,334,2024-04-23,65,4
7251,111,60,2024-04-23,141,3
7252,111,241,2024-04-23,146,1
7253,164,301,2024-08-21,149,5
7254,363,229,2024-08-23,143,5
7255,496,253,2024-12-30,68,1
7256,378,92,2024-12-04,130,5
7257,454,196,2025-01-04,129,1
7258,400,161,2024-10-18,160,3
7259,400,236,2024-10-18,134,2
7260,479,273,2024-01-10,124,3
7261,64,223,2024-11-21,126,3
7262,538,206,2024-11-09,25,3
7263,538,142,2024-11-09,21,3
7264,538,88,2024-11-09,49,5
7265,239,160,2025-12-18,164,5
7266,164,163,2025-04-27,152,4
7267,402,302,2024-07-28,139,4
7268,402,307,2024-07-28,152,5
7269,170,254,2024-09-04,110,4
7270,50,7,2024-01-06,32,3
7271,50,249,2024-01-06,70,4
7272,50,98,2024-01-07,117,5
7273,50,270,2024-01-07,44,1
7274,270,7,2024-01-12,67,2
7275,270,47,2024-01-12,87,1
7276,270,308,2024-01-12,142,5
7277,270,69,2024-01-13,63,2
7278,165,167,2025-06-23,110,1
7279,210,260,2024-10-27,76,3
7280,210,223,2024-10-27,73,1
7281,210,155,2024-10-27,24,3
7282,149,309,2024-03-24,110,5
7283,415,288,2024-06-26,116,5
7284,505,314,2024-04-16,73,4
7285,505,198,2024-04-16,135,4
7286,505,202,2024-04-17,154,3
7287,505,83,2024-04-17,151,4
7288,505,323,2024-04-17,99,2
7289,505,294,2024-04-17,95,5
7290,420,286,2025-01-04,66,2
7291,420,2,2025-01-04,159,4
7292,420,216,2025-01-04,127,4
7293,272,303,2025-09-16,41,3
7294,60,225,2024-07-20,93,5
7295,535,124,2025-08-30,125,4
7296,535,199,2025-08-30,94,5
7297,535,149,2025-08-30,27,2
7298,535,341,2025-08-30,157,4
7299,535,162,2025-08-30,85,1
7300,404,111,2025-08-22,126,4
7301,225,135,2025-07-01,83,1
7302,547,109,2024-05-14,133,2
7303,143,109,2024-12-09,137,2
7304,434,163,2025-03-22,93,5
7305,86,245,2024-08-08,116,4
7306,76,341,2024-03-21,151,5
7307,77,43,2025-04-30,20,2
7308,388,290,2024-09-04,125,3
7309,181,304,2024-01-17,97,5
7310,29,221,2025-12-29,33,4
7311,295,82,2025-05-21,91,5
7312,340,339,2025-08-09,49,3
7313,162,341,2025-12-04,20,3
7314,114,181,2025-01-29,144,4
7315,178,240,2024-01-12,61,5
7316,178,213,2024-01-12,76,1
7317,178,61,2024-01-12,138,1
7318,186,320,2024-09-08,149,4
7319,550,46,2024-04-13,108,5
7320,318,109,2024-10-09,48,1
7321,238,114,2025-02-14,53,3
7322,272,107,2025-06-07,70,5
7323,450,78,2025-07-29,101,3
7324,352,47,2025-09-18,91,5
7325,352,25,2025-09-18,116,1
7326,352,64,2025-09-18,84,3
7327,352,213,2025-09-19,79,5
7328,352,64,2025-09-19,48,4
7329,139,34,2024-09-01,156,2
7330,83,17,2025-05-17,31,2
7331,147,184,2025-07-03,75,5
7332,219,105,2025-04-30,26,4
7333,162,161,2024-10-20,109,5
7334,163,291,2024-02-15,82,4
7335,363,340,2024-11-08,134,4
7336,86,194,2025-06-11,163,5
7337,146,348,2024-06-23,87,4
7338,521,80,2025-09-26,73,5
7339,521,294,2025-09-26,126,4
7340,521,206,2025-09-26,104,4
7341,320,295,2024-11-09,46,1
7342,193,132,2024-07-28,158,4
7343,193,120,2024-07-28,81,3
7344,193,57,2024-07-28,39,3
7345,193,285,2024-07-29,114,5
7346,388,21,2024-12-26,20,3
7347,89,184,2024-08-16,150,3
7348,381,190,2024-05-05,18,2
7349,249,67,2024-03-26,73,5
7350,132,54,2025-04-11,125,5
7351,132,265,2025-04-11,141,5
7352,132,267,2025-04-11,131,1
7353,424,177,2025-07-10,127,3
7354,440,151,2024-04-10,20,1
7355,19,230,2025-08-18,30,1
7356,19,169,2025-08-18,119,4
7357,19,259,2025-08-18,57,1
7358,19,27,2025-08-19,71,5
7359,19,115,2025-08-18,146,3
7360,402,329,2025-09-15,157,5
7361,76,326,2025-01-29,122,5
7362,151,220,2025-03-01,144,1
7363,540,281,2025-04-11,67,4
7364,540,149,2025-04-11,57,1
7365,540,102,2025-04-11,54,4
7366,121,270,2024-01-22,98,2
7367,165,206,2024-01-09,88,2
7368,432,213,2024-03-28,68,3
7369,432,173,2024-03-28,78,2
7370,97,52,2024-04-11,46,5
7371,97,213,2024-04-11,156,5
7372,97,300,2024-04-11,44,5
7373,416,33,2025-03-12,36,1
7374,286,108,2025-01-27,131,4
7375,286,217,2025-01-27,118,5
7376,201,185,2025-04-14,103,4
7377,201,188,2025-04-14,97,5
7378,201,60,2025-04-14,161,4
7379,201,309,2025-04-15,98,3
7380,497,228,2024-06-15,103,3
7381,413,133,2024-05-01,141,4
7382,7,157,2024-11-25,99,5
7383,345,76,2024-05-19,107,5
7384,135,306,2024-11-05,24,2
7385,6,267,2025-02-03,121,2
7386,155,157,2024-05-07,109,3
7387,550,16,2025-07-30,125,3
7388,268,265,2025-06-13,50,3
7389,354,315,2024-04-15,59,2
7390,354,333,2024-04-16,39,5
7391,354,151,2024-04-16,128,2
7392,354,288,2024-04-16,125,4
7393,42,293,2024-06-12,105,5
7394,188,150,2024-10-24,57,4
7395,176,170,2024-07-15,25,4
7396,176,221,2024-07-16,86,5
7397,178,152,2025-03-05,133,3
7398,178,213,2025-03-05,133,2
7399,178,36,2025-03-06,24,4
7400,51,333,2024-10-01,72,5
7401,95,222,2025-01-04,54,4
7402,95,284,2025-01-04,85,4
7403,53,271,2024-03-13,127,5
7404,391,38,2025-03-19,64,5
7405,331,141,2024-03-28,95,4
7406,331,295,2024-03-28,22,3
7407,331,209,2024-03-28,63,4
7408,61,14,2024-01-07,96,4
7409,487,109,2025-11-15,111,4
7410,199,249,2025-10-30,133,5
7411,58,310,2025-10-07,41,5
7412,58,22,2025-10-08,56,4
7413,17,306,2025-09-12,113,2
7414,243,143,2025-08-20,147,1
7415,399,97,2024-02-14,87,5
7416,399,201,2024-02-14,64,2
7417,399,235,2024-02-14,17,2
7418,399,14,2024-02-14,99,2
7419,273,136,2024-03-31,101,5
7420,273,104,2024-03-31,111,4
7421,273,9,2024-04-01,94,3
7422,273,80,2024-04-01,117,4
7423,98,224,2025-08-22,134,2
7424,117,251,2025-01-05,158,5
7425,117,23,2025-01-05,148,5
7426,117,10,2025-01-06,139,5
7427,102,108,2024-03-04,140,4
7428,102,13,2024-03-04,122,4
7429,102,336,2024-03-04,72,5
7430,20,267,2024-04-25,43,1
7431,318,135,2025-02-23,125,4
7432,341,179,2025-08-18,87,4
7433,31,338,2024-04-21,33,2
7434,394,55,2024-05-05,139,1
7435,282,36,2025-01-20,151,5
7436,461,109,2024-05-20,93,4
7437,355,99,2025-05-30,162,5
7438,385,195,2025-12-14,124,1
7439,525,21,2025-09-30,139,5
7440,525,121,2025-09-30,85,5
7441,525,129,2025-10-01,80,4
7442,525,220,2025-10-01,59,2
7443,9,200,2025-09-30,118,3
7444,322,227,2024-11-13,152,2
7445,134,334,2025-11-11,70,4
7446,83,123,2025-06-24,70,3
7447,54,292,2024-04-13,62,3
7448,202,27,2025-08-07,135,5
7449,90,165,2025-07-07,21,3
7450,475,15,2025-10-02,50,5
7451,19,268,2024-12-24,105,5
7452,24,312,2025-03-21,43,3
7453,24,301,2025-03-22,31,4
7454,96,328,2025-10-06,84,4
7455,177,145,2024-04-28,33,4
7456,282,305,2024-06-09,150,1
7457,421,42,2024-04-29,69,4
7458,62,298,2025-05-01,155,5
7459,485,67,2024-12-05,99,4
7460,322,324,2025-05-23,145,5
7461,322,331,2025-05-23,158,3
7462,322,44,2025-05-23,154,5
7463,322,168,2025-05-23,149,5
7464,322,321,2025-05-24,125,2
7465,322,47,2025-05-23,111,5
7466,27,13,2025-12-05,157,2
7467,350,316,2025-06-07,136,5
7468,330,54,2025-02-04,162,5
7469,330,209,2025-02-04,129,5
7470,330,260,2025-02-04,67,1
7471,330,39,2025-02-04,160,1
7472,330,307,2025-02-04,49,3
7473,438,190,2025-02-24,115,5
7474,459,28,2024-08-15,50,3
7475,455,51,2024-07-06,78,3
7476,382,101,2025-09-26,133,4
7477,283,234,2024-01-10,123,3
7478,290,71,2024-06-24,25,4
7479,194,78,2024-06-01,136,3
7480,75,83,2025-08-17,17,1
7481,75,318,2025-08-17,108,2
7482,75,46,2025-08-17,34,1
7483,75,220,2025-08-18,149,5
7484,100,313,2024-07-26,145,5
7485,463,175,2024-10-30,108,5
7486,463,251,2024-10-30,88,4
7487,484,3,2025-02-02,24,1
7488,498,111,2024-06-28,73,5
7489,57,113,2025-06-09,101,3
7490,453,307,2024-07-14,80,4
7491,375,213,2025-09-18,107,3
7492,230,239,2025-07-03,134,3
7493,230,315,2025-07-03,160,1
7494,299,139,2024-10-26,87,2
7495,299,29,2024-10-27,135,3
7496,299,131,2024-10-27,46,5
7497,299,163,2024-10-27,80,2
7498,164,345,2025-12-14,159,1
7499,210,134,2025-03-11,77,4
7500,408,323,2024-06-23,161,5
7501,468,2,2024-03-22,123,4
7502,415,212,2024-04-22,43,3
7503,390,60,2025-01-23,26,3
7504,373,111,2024-08-08,162,5
7505,373,260,2024-08-08,66,4
7506,373,6,2024-08-08,63,3
7507,225,257,2025-05-01,103,3
7508,225,250,2025-05-01,127,4
7509,225,152,2025-05-01,153,2
7510,18,161,2024-05-09,104,2
7511,515,269,2024-04-13,63,5
7512,505,101,2024-05-28,58,4
7513,505,173,2024-05-28,104,3
7514,505,27,2024-05-29,160,5
7515,505,3,2024-05-29,162,2
7516,155,101,2024-11-18,141,3
7517,503,56,2025-10-03,67,2
7518,166,13,2025-03-01,67,3
7519,141,307,2025-09-20,165,4
7520,497,190,2024-09-22,152,3
7521,257,265,2024-04-30,75,5
7522,508,217,2024-11-06,146,4
7523,78,42,2025-06-16,113,5
7524,374,105,2024-07-27,99,4
7525,23,129,2025-10-08,90,4
7526,281,317,2024-07-05,127,5
7527,266,97,2025-06-21,45,5
7528,67,267,2025-01-20,21,3
7529,67,294,2025-01-20,106,5
7530,67,333,2025-01-20,82,3
7531,379,292,2024-01-18,118,5
7532,188,206,2024-05-02,69,3
7533,188,268,2024-05-02,20,3
7534,188,284,2024-05-02,92,5
7535,188,224,2024-05-03,133,5
7536,161,63,2024-05-17,139,5
7537,67,256,2025-06-19,56,5
7538,392,282,2025-09-19,79,4
7539,392,291,2025-09-19,116,4
7540,392,116,2025-09-19,135,2
7541,498,55,2024-09-30,107,5
7542,498,350,2024-09-30,139,2
7543,498,37,2024-09-30,161,2
7544,336,175,2024-04-13,53,2
7545,188,164,2024-03-06,112,2
7546,138,40,2024-06-17,141,5
7547,402,329,2024-02-14,19,1
7548,79,12,2025-10-13,20,4
7549,344,293,2024-09-17,81,3
7550,67,310,2024-11-15,125,3
7551,524,152,2024-01-26,112,5
7552,524,210,2024-01-26,117,5
7553,524,205,2024-01-26,27,3
7554,524,63,2024-01-26,96,1
7555,269,12,2025-02-19,117,3
7556,352,123,2025-12-21,132,1
7557,59,169,2024-05-22,24,2
7558,34,17,2025-07-08,41,3
7559,253,27,2024-11-30,15,4
7560,8,1,2024-09-21,148,5
7561,396,314,2025-05-23,116,5
7562,396,28,2025-05-24,157,3
7563,396,262,2025-05-24,54,2
7564,396,160,2025-05-24,117,5
7565,8,41,2024-05-02,97,5
7566,400,83,2025-02-19,116,5
7567,26,56,2024-02-04,131,4
7568,431,211,2025-07-22,76,5
7569,68,186,2024-06-08,36,4
7570,68,274,2024-06-08,31,2
7571,68,311,2024-06-08,79,5
7572,68,207,2024-06-09,150,1
7573,547,82,2024-08-12,106,4
7574,61,98,2025-02-15,96,4
7575,239,96,2025-11-21,82,3
7576,363,9,2025-03-17,162,4
7577,436,113,2024-10-09,122,4
7578,253,97,2024-09-10,105,5
7579,75,298,2024-05-01,84,5
7580,75,85,2024-05-01,113,1
7581,75,246,2024-05-02,150,1
7582,444,17,2025-03-05,148,5
7583,373,328,2024-01-25,48,5
7584,373,237,2024-01-25,88,3
7585,373,220,2024-01-25,127,3
7586,256,105,2025-05-16,96,4
7587,373,70,2024-07-22,164,3
7588,373,225,2024-07-22,18,1
7589,373,185,2024-07-22,125,3
7590,159,57,2025-08-04,150,1
7591,310,191,2025-11-17,155,5
7592,521,72,2025-10-14,143,5
7593,445,26,2024-02-28,144,5
7594,434,15,2025-04-04,81,4
7595,271,58,2025-04-22,157,5
7596,93,196,2025-11-17,93,3
7597,453,216,2025-10-11,98,4
7598,214,157,2025-03-10,24,4
7599,205,292,2025-05-01,118,3
7600,262,186,2024-12-18,87,4
7601,331,328,2025-05-30,143,4
7602,543,218,2024-03-04,32,4
7603,358,59,2025-07-22,65,5
7604,229,65,2024-07-31,124,1
7605,464,63,2024-04-03,151,3
7606,530,95,2024-09-11,56,4
7607,2,320,2025-03-31,37,2
7608,299,239,2025-07-23,136,5
7609,299,133,2025-07-23,118,3
7610,299,198,2025-07-23,148,5
7611,299,263,2025-07-23,142,5
7612,442,155,2025-12-13,76,4
7613,218,272,2025-04-19,131,5
7614,170,74,2024-05-11,153,4
7615,150,10,2024-05-16,74,1
7616,292,76,2025-06-15,111,4
7617,292,39,2025-06-15,112,4
7618,292,187,2025-06-15,104,2
7619,360,340,2025-02-09,94,5
7620,195,336,2025-02-18,126,5
7621,257,224,2025-01-13,92,3
7622,279,184,2025-09-18,89,4
7623,378,328,2025-02-09,132,4
7624,301,184,2025-08-02,162,1
7625,539,85,2025-06-20,119,2
7626,540,313,2024-03-07,67,4
7627,236,179,2024-03-08,111,1
7628,29,309,2024-07-16,61,4
7629,420,335,2025-04-26,84,4
7630,420,323,2025-04-27,121,3
7631,420,74,2025-04-27,48,5
7632,420,122,2025-04-27,39,1
7633,516,341,2025-06-27,84,5
7634,450,17,2024-11-20,161,5
7635,67,242,2025-06-07,29,1
7636,125,101,2024-10-09,102,4
7637,399,57,2025-07-05,62,4
7638,102,288,2025-04-12,35,5
7639,522,38,2024-03-07,106,5
7640,522,268,2024-03-07,30,2
7641,522,165,2024-03-08,92,4
7642,522,300,2024-03-08,58,3
7643,504,242,2025-11-08,132,3
7644,376,217,2025-09-05,55,1
7645,376,164,2025-10-24,154,3
7646,248,335,2024-01-03,133,2
7647,420,23,2025-09-13,115,5
7648,501,99,2025-07-02,22,4
7649,30,238,2024-02-22,156,2
7650,90,101,2024-01-23,66,1
7651,290,88,2025-02-26,47,3
7652,290,64,2025-02-26,31,1
7653,290,226,2025-02-26,80,5
7654,512,206,2025-02-01,116,5
7655,347,47,2024-06-03,110,2
7656,347,144,2024-06-03,72,4
7657,347,141,2024-06-03,75,5
7658,400,35,2024-11-25,78,5
7659,277,144,2024-05-07,101,4
7660,3,161,2025-06-07,55,2
7661,250,268,2025-03-27,24,3
7662,68,270,2024-05-04,58,3
7663,383,161,2024-12-24,134,4
7664,209,337,2025-02-17,78,2
7665,209,39,2025-02-17,85,1
7666,5,136,2024-05-20,130,4
7667,5,94,2024-05-20,21,3
7668,5,177,2024-05-21,108,4
7669,5,300,2024-05-21,139,4
7670,307,196,2025-05-17,158,4
7671,242,176,2025-12-31,138,5
7672,104,115,2025-06-29,55,3
7673,208,188,2024-02-23,72,2
7674,356,15,2025-04-06,148,5
7675,245,32,2025-12-12,113,3
7676,409,176,2024-08-27,92,5
7677,105,197,2025-06-06,107,2
7678,21,101,2025-11-28,136,5
7679,446,95,2024-12-13,106,5
7680,137,108,2024-02-10,18,4
7681,240,180,2025-07-16,161,5
7682,252,132,2024-06-29,80,3
7683,276,69,2024-09-15,148,2
7684,506,77,2025-03-31,41,5
7685,155,284,2024-09-21,71,2
7686,443,103,2025-08-28,156,4
7687,341,325,2025-03-30,70,1
7688,367,17,2024-11-24,72,3
7689,285,274,2025-09-01,153,5
7690,220,229,2025-09-26,86,3
7691,155,14,2024-01-13,137,5
7692,126,207,2025-06-18,105,5
7693,512,46,2024-03-20,134,3
7694,64,301,2025-07-19,81,4
7695,117,23,2024-05-12,18,3
7696,144,145,2024-11-08,61,4
7697,144,147,2024-11-08,136,4
7698,144,120,2024-11-08,18,2
7699,144,56,2024-11-08,144,5
7700,348,163,2025-05-30,148,2
7701,359,283,2025-05-14,95,2
7702,426,297,2024-10-27,87,4
7703,46,186,2025-11-15,126,4
7704,201,172,2025-09-08,75,2
7705,10,122,2025-04-09,82,5
